SRR15323735	SRR15323736	SRR15323737	SRR15323738	SRR15323739	SRR15323740	SRR15323741	SRR15323742	SRR15323743	SRR15323744	SRR15323745	SRR15323746	SRR15323747	SRR15323748	SRR15323749	SRR15323750	SRR15323751
ENSG00000011332	6	32	1	26	3	8	24	5	8	4	17	16	31	5	0	15	6
ENSG00000011347	265	140	160	2285	0	27	177	219	32	267	1878	811	57	71	268	195	93
ENSG00000011376	370	334	75	884	198	219	121	124	217	189	103	59	249	153	106	167	135
ENSG00000011405	1557	3605	961	4272	1476	1246	2241	1622	1541	1163	984	535	2404	1947	1344	1905	1296
ENSG00000011422	44	55	11	43	4	36	11	22	29	25	15	8	115	7	17	35	11
ENSG00000011426	941	712	248	1371	487	453	209	174	478	433	241	457	762	375	120	475	432
ENSG00000011451	296	307	149	988	72	101	128	218	96	107	112	52	396	230	156	309	116
ENSG00000011454	1955	1733	428	2187	1002	666	1081	790	1260	397	216	267	1067	679	487	876	768
ENSG00000011465	4347	413	164	435	1735	21	587	120	110	2323	2294	1745	863	172	75	191	168
ENSG00000011478	32	53	14	47	5	5	30	22	22	12	13	5	49	29	8	20	29
ENSG00000011485	476	325	220	658	310	174	354	254	246	111	195	115	321	184	136	295	177
ENSG00000011523	931	357	143	783	179	167	898	381	458	267	578	287	602	362	227	746	406
ENSG00000011566	1713	1908	470	2506	983	1167	2171	1100	971	600	495	311	1173	833	470	966	587
ENSG00000011590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011600	87	35	9	27	38	30	33	25	46	13	33	22	138	45	26	52	23
ENSG00000011638	22	44	13	19	41	12	69	16	69	36	6	19	20	12	43	34	21
ENSG00000011677	21	14	3	83	3	2	5	15	91	21	11	3	254	4	37	46	22
ENSG00000012048	1435	1452	270	1194	624	248	211	287	538	250	195	293	713	231	97	420	273
ENSG00000012061	536	328	277	834	224	104	252	333	202	163	198	153	663	461	280	679	279
ENSG00000012124	5	10	5	18	1	12	5	9	6	4	4	3	15	8	1	5	0
ENSG00000012171	6	21	1	72	16	5	26	21	27	4	0	11	81	55	62	111	81
ENSG00000012174	395	722	681	629	336	236	289	448	687	202	206	85	331	381	169	246	348
ENSG00000012211	8	24	9	5	4	8	0	12	5	0	5	0	5	14	5	6	10
ENSG00000012223	4	75	0	10	1	0	9	8	144	2	5	0	7	2	27	5	0
ENSG00000012232	1116	694	350	1221	332	168	594	157	722	232	201	199	296	337	165	407	413
ENSG00000012504	11	3	1	20	1	56	7	3	0	2	3	0	1	0	0	0	0
ENSG00000012660	1057	716	354	1162	483	357	421	390	580	240	418	224	685	348	170	305	213
ENSG00000012779	25	40	0	9	8	8	16	19	18	7	3	7	52	20	60	19	3
ENSG00000012817	685	2	579	1360	420	0	0	582	3	208	1	162	1	1	1	509	0
ENSG00000012822	1184	993	343	2302	318	321	729	1251	642	75	392	165	607	443	263	721	423
ENSG00000012963	930	769	434	1245	433	472	619	313	716	377	259	197	568	374	262	569	462
ENSG00000012983	1583	964	779	1382	414	653	1203	106	601	502	420	262	832	742	220	808	212
ENSG00000013016	59	83	7	99	44	26	93	56	113	39	58	14	96	76	78	268	143
ENSG00000013275	619	550	185	692	398	282	394	298	356	179	187	83	330	293	159	503	266
ENSG00000013288	103	71	6	66	52	41	40	17	41	15	31	25	131	53	23	77	42
ENSG00000013293	2187	2130	78	978	828	330	1549	1281	1919	135	198	466	126	816	888	1011	1103
ENSG00000013297	88	31	0	13	21	3	9	24	10	10	27	85	16	245	189	451	270
ENSG00000013306	238	252	130	434	222	57	117	84	117	116	111	64	165	268	186	405	267
ENSG00000013364	183	113	121	312	64	44	126	115	80	65	77	134	122	242	211	217	158
ENSG00000013374	630	239	182	727	244	214	375	328	448	106	113	63	337	278	170	380	274
ENSG00000013375	965	722	450	1261	687	328	482	352	691	241	263	191	581	330	110	245	300
ENSG00000013392	330	239	83	234	90	76	272	135	197	21	63	42	177	109	39	81	64
ENSG00000013441	1160	846	139	844	329	395	645	590	973	300	143	153	589	156	93	285	300
ENSG00000013503	377	357	590	903	169	294	211	225	349	209	130	61	181	152	84	189	158
ENSG00000013523	417	390	220	655	147	279	344	360	206	170	131	106	251	180	219	502	264
ENSG00000013561	785	708	373	805	457	277	452	311	441	183	210	142	517	405	175	415	313
ENSG00000013563	7	21	5	0	5	12	0	11	0	0	4	0	25	21	0	7	7
ENSG00000013573	424	289	54	749	78	107	82	107	190	30	75	85	342	182	144	218	148
ENSG00000013583	44	53	83	136	41	52	19	63	59	31	46	7	83	17	28	22	7
ENSG00000013588	31	37	6	87	24	29	23	42	12	8	10	0	37	17	12	15	9
ENSG00000013619	192	229	75	175	33	71	234	135	110	11	79	26	277	23	43	21	73
ENSG00000013725	0	2	0	0	0	1	1	0	0	0	0	1	1	0	0	3	0
ENSG00000013810	207	361	74	574	12	83	90	0	55	116	103	80	158	110	117	247	109
ENSG00000014123	637	479	400	845	495	585	670	460	423	274	261	169	824	510	221	394	317
ENSG00000014138	197	183	63	148	135	43	43	55	156	95	49	60	111	101	45	151	65
ENSG00000014164	197	134	54	530	31	29	66	82	37	47	63	39	121	81	61	108	44
ENSG00000014216	560	492	138	858	103	70	254	266	235	115	272	104	379	454	212	563	270
ENSG00000014257	11	19	6	13	4	8	9	3	6	5	9	2	14	43	46	131	76
ENSG00000014641	921	894	452	1062	1025	560	534	356	827	723	380	305	556	515	333	862	635
ENSG00000014824	2027	1494	629	1512	822	480	966	809	763	589	504	311	966	883	386	919	348
ENSG00000014914	28	8	1	32	0	0	10	0	10	21	27	28	47	71	54	45	94
ENSG00000014919	594	755	276	664	194	137	324	368	413	253	170	159	497	315	204	375	281
ENSG00000015133	824	788	149	1652	421	425	1115	412	224	138	778	488	753	2731	513	2653	845
ENSG00000015153	731	445	192	788	193	359	392	372	287	183	192	58	392	218	89	227	76
ENSG00000015171	2377	1967	1004	3452	924	716	1496	1485	1271	373	679	269	1692	856	538	1259	590
ENSG00000015285	25	29	3	17	1	15	17	18	7	12	5	0	52	14	30	11	1
ENSG00000015413	23	40	0	8	20	0	4	11	23	0	0	0	11	5	0	4	4
ENSG00000015475	207	141	39	605	170	47	123	64	143	284	142	96	119	155	134	146	101
ENSG00000015479	12689	8551	4746	15005	9241	5431	7064	4647	9090	4257	3839	2248	6808	4222	2585	5448	3856
ENSG00000015520	6	6	2	24	1	0	0	5	0	3	1	0	4	7	2	1	2
ENSG00000015532	30	123	66	272	14	10	106	92	27	35	14	31	106	190	114	223	131
ENSG00000015568	1501	1516	32	1108	21	671	498	358	225	371	85	14	1248	932	21	550	259
ENSG00000015592	124	58	8	159	26	15	129	41	342	161	347	114	142	156	61	149	187
ENSG00000015676	686	474	133	757	159	183	314	503	407	125	214	62	410	350	158	251	159
ENSG00000016082	0	1	0	0	0	0	0	0	2	1	0	0	3	163	3	1	20
ENSG00000016391	243	125	12	245	19	26	70	101	77	82	66	72	116	275	67	526	143
ENSG00000016402	6	2	1	1	0	0	6	15	4	43	7	2	13	104	13	121	37
ENSG00000016490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016602	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
ENSG00000016864	282	133	94	266	152	84	145	103	180	82	74	113	285	183	107	254	243
ENSG00000017260	1332	2641	768	2139	1706	1424	1094	553	1557	535	670	299	686	593	350	621	751
ENSG00000017427	104	108	1480	1967	77	332	32	62	22	78	37	44	90	56	26	27	38
ENSG00000017483	42	90	0	32	168	12	171	76	52	7	18	5	138	61	31	289	52
ENSG00000017797	2371	1171	735	2381	629	626	780	1228	888	432	387	244	1002	497	320	724	447
ENSG00000018189	5141	3599	1070	4454	2131	1452	3229	1947	2964	1823	2146	1229	2313	2169	1162	1896	1427
ENSG00000018236	1588	10743	4488	4553	5615	7934	14295	19093	7962	524	1312	117	667	181	183	756	225
ENSG00000018280	0	2	0	0	0	3	3	9	0	0	2	0	21	2	7	9	9
ENSG00000018408	433	221	50	153	159	42	239	291	368	496	320	488	1586	478	507	892	288
ENSG00000018510	903	975	331	867	691	548	593	386	859	455	349	161	414	449	140	428	466
ENSG00000018607	3	5	0	9	1	2	3	1	7	0	2	0	7	0	0	0	0
ENSG00000018610	447	455	212	346	337	102	221	241	315	93	180	75	235	195	123	234	139
ENSG00000018625	1238	934	77	195	697	5	1348	826	908	1915	395	161	941	972	1321	1079	3054
ENSG00000018699	256	197	71	351	181	73	164	83	220	184	132	70	227	111	70	103	108
ENSG00000018869	113	120	43	110	96	89	98	79	69	47	37	16	60	19	10	28	32
ENSG00000019102	7	11	6	34	2	5	5	12	0	0	0	2	2	2	6	4	7
ENSG00000019144	255	203	37	461	40	20	179	228	112	72	102	39	402	192	142	307	116
ENSG00000019169	1	2	0	0	0	0	1	0	1	0	13	0	8	0	1	1	0
ENSG00000019186	0	0	0	6	0	1	2	1	3	0	3	1	1	7	1	2	0
ENSG00000019485	228	497	134	1010	119	198	454	307	233	111	139	107	390	196	148	143	166
ENSG00000019505	185	351	16	334	3	2	632	633	505	20	215	3	129	26	15	150	15
ENSG00000019549	49	16	1	44	71	52	12	10	18	26	16	12	11	6	14	19	13
ENSG00000019582	1742	694	100	545	206	198	386	334	624	513	783	554	2257	853	213	672	618
ENSG00000019991	45	23	10	10	21	9	30	27	47	36	56	17	37	31	18	29	30
ENSG00000019995	1769	1716	764	3152	676	1010	1437	1272	1316	602	685	356	1339	1087	562	1177	747
ENSG00000020129	323	478	81	742	53	45	562	204	301	61	87	40	198	158	218	358	258
ENSG00000020181	201	27	11	145	38	1	71	31	16	55	139	72	77	59	404	186	131
ENSG00000020219	2	2	0	4	0	0	1	1	0	0	1	2	1	0	0	0	0
ENSG00000020256	180	147	55	475	55	78	83	112	88	106	105	38	186	121	81	100	83
ENSG00000020426	230	257	105	322	267	261	316	143	200	129	72	32	378	88	57	135	109
ENSG00000020577	101	93	20	80	74	11	118	77	180	45	124	168	1045	108	18	149	110
ENSG00000020633	27	40	9	73	5	25	21	24	5	7	8	267	43	172	7	22	24
ENSG00000020922	849	971	327	1274	687	782	425	457	493	499	407	200	1214	568	285	550	379
ENSG00000021300	18	153	9	0	176	94	139	154	227	9	22	8	214	140	133	394	289
ENSG00000021355	105	145	41	102	93	32	87	139	79	14	34	18	100	57	59	36	35
ENSG00000021461	1	2	0	4	0	3	1	1	0	0	1	0	11	1	2	0	1
ENSG00000021488	12	7	0	13	4	2	3	3	0	1	0	1	10	2	1	0	2
ENSG00000021574	2067	1223	308	1762	592	467	1727	643	1075	569	506	258	820	657	125	471	254
ENSG00000021645	69	283	115	114	68	764	323	209	146	19	98	2	381	60	46	215	35
ENSG00000021762	118	73	22	717	6	28	157	115	22	3	35	6	120	126	104	159	183
ENSG00000021776	1453	1368	689	2080	940	998	1183	432	1374	843	500	289	1122	552	408	648	575
ENSG00000021826	28	45	9	22	58	17	9	12	20	12	19	16	12	189	385	151	417
ENSG00000021852	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000022267	2150	673	1122	2311	126	12	763	679	1033	362	693	293	595	295	279	563	382
ENSG00000022277	522	199	190	733	400	185	142	229	429	130	184	137	407	247	171	324	292
ENSG00000022355	9	125	75	166	239	683	285	106	99	0	5	51	49	0	7	152	5
ENSG00000022556	0	1	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0
ENSG00000022567	147	251	38	469	30	52	165	257	72	65	57	5	83	79	150	81	77
ENSG00000022840	1296	975	444	1986	264	289	700	668	1051	256	355	162	595	373	302	613	257
ENSG00000022976	126	93	52	144	60	46	64	48	60	19	44	32	102	72	49	54	46
ENSG00000023041	296	254	138	453	86	134	185	113	233	97	61	24	234	85	69	170	117
ENSG00000023171	2385	4174	2108	5055	3351	2598	1610	3752	2194	33	102	27	2283	822	672	1231	823
ENSG00000023191	143	191	68	435	86	38	101	99	116	51	114	80	145	131	50	185	162
ENSG00000023228	2672	2776	869	2945	1932	1528	2750	1342	2134	1209	751	541	1524	1457	762	1387	1114
ENSG00000023287	4090	3326	2083	5842	2624	1794	2604	1415	3369	1516	1314	706	1990	1834	784	1246	1085
ENSG00000023318	879	734	332	1182	580	701	535	531	629	240	139	162	559	1139	274	692	398
ENSG00000023330	516	593	175	956	268	211	388	340	274	188	177	110	347	183	152	367	192
ENSG00000023445	38	35	3	27	26	35	15	9	20	68	19	3	101	108	33	82	57
ENSG00000023516	3554	3005	2587	3332	838	1453	2124	1593	3263	1371	1305	638	2745	1626	929	1633	1476
ENSG00000023572	51	47	14	85	9	7	16	9	13	23	15	13	47	23	27	19	19
ENSG00000023608	207	174	78	294	144	127	197	139	128	89	92	59	285	119	61	124	86
ENSG00000023697	147	185	74	126	221	102	64	63	100	115	113	136	154	255	91	197	135
ENSG00000023734	1020	654	519	1223	676	468	486	339	1102	391	346	206	548	483	337	595	539
ENSG00000023839	56	31	24	27	11	13	14	14	12	10	6	9	49	3	8	3	2
ENSG00000023892	0	7	0	3	0	0	0	0	0	5	0	14	11	5	5	3	2
ENSG00000023902	411	221	51	1172	119	78	139	132	156	104	203	97	132	190	89	215	108
ENSG00000023909	159	111	115	151	40	101	136	185	94	78	82	41	244	130	72	133	67
ENSG00000024048	1723	1903	1142	2847	1336	1330	1601	1468	1127	540	536	325	1551	452	320	453	417
ENSG00000024422	61	13	13	114	13	3	10	23	14	6	13	4	35	54	27	35	25
ENSG00000024526	619	551	237	734	240	255	145	169	151	311	148	100	391	367	93	386	173
ENSG00000024862	211	289	230	297	174	259	186	288	160	55	45	33	59	53	19	18	27
ENSG00000025039	215	559	349	4609	161	147	972	624	634	131	274	62	1498	124	59	178	47
ENSG00000025156	1156	740	402	949	443	331	619	433	582	244	274	130	411	217	65	184	105
ENSG00000025293	1224	599	471	1760	558	371	543	498	872	374	436	355	524	271	186	346	315
ENSG00000025423	11	7	3	16	10	3	12	13	7	10	2	4	8	19	9	26	23
ENSG00000025434	45	81	5	58	30	6	22	35	17	10	15	3	36	12	26	38	32
ENSG00000025708	0	0	0	0	7	0	0	0	1	4	11	4	0	26	0	23	0
ENSG00000025770	968	565	176	1347	206	159	507	331	292	178	266	140	174	247	194	438	206
ENSG00000025772	178	65	71	425	102	28	54	63	91	54	56	44	98	212	81	281	155
ENSG00000025796	1168	1147	835	2496	451	508	951	531	975	430	383	223	844	387	244	369	343
ENSG00000025800	1178	1123	718	2460	749	782	904	553	894	424	382	294	1053	799	428	971	805
ENSG00000026025	1626	844	483	1879	2236	297	641	2300	2649	2603	1471	416	10792	10368	7085	9777	9237
ENSG00000026036	24	13	6	33	0	17	13	0	0	0	5	9	24	41	7	20	7
ENSG00000026103	74	121	49	301	45	41	60	76	54	73	73	15	665	91	60	75	85
ENSG00000026297	139	131	58	270	117	52	94	82	70	23	75	20	300	64	59	65	51
ENSG00000026508	124	299	1389	458	612	150	76	321	590	61	78	201	738	692	139	1127	929
ENSG00000026559	0	0	0	126	0	0	1	0	2	1	0	5	12	8	0	4	3
ENSG00000026652	1238	771	277	2724	384	280	879	1052	684	444	460	320	1045	349	143	350	324
ENSG00000026751	7	3	0	2	4	3	0	0	0	2	2	4	8	0	1	0	0
ENSG00000026950	202	297	51	172	174	135	48	366	130	58	205	35	999	54	44	40	37
ENSG00000027001	75	65	100	178	67	79	81	88	69	76	58	57	145	91	55	164	65
ENSG00000027075	93	56	7	38	42	19	75	104	56	34	32	4	67	21	27	32	5
ENSG00000027644	64	139	6	53	2	2	324	100	73	21	28	4	4	49	86	228	62
ENSG00000027697	928	542	201	400	715	254	582	282	511	175	225	175	631	281	110	215	189
ENSG00000027847	93	70	14	128	45	20	56	44	29	22	48	24	74	60	42	90	67
ENSG00000027869	5	5	0	9	1	0	4	5	0	3	9	2	0	5	6	21	3
ENSG00000028116	28	29	172	437	24	18	19	13	15	66	29	12	70	215	82	174	132
ENSG00000028137	68	0	14	0	31	0	47	0	28	29	34	19	101	32	51	0	0
ENSG00000028203	1319	1298	326	1134	328	510	707	698	455	288	314	94	549	290	161	335	174
ENSG00000028277	84	36	4	64	5	6	60	34	43	10	37	6	55	51	29	35	33
ENSG00000028310	327	226	72	712	145	108	79	87	137	141	146	71	292	204	135	251	150
ENSG00000028528	1634	1636	423	3198	656	858	842	547	911	724	457	297	1077	732	503	694	689
ENSG00000028839	627	322	120	497	277	202	495	269	448	210	122	94	444	66	56	107	44
ENSG00000029153	205	139	58	301	134	67	166	72	206	105	103	37	313	87	8	20	53
ENSG00000029363	5252	4543	2647	10562	4542	4913	4127	2598	4044	2358	2477	1121	3744	1682	1077	1916	1536
ENSG00000029364	1269	1284	650	1404	1566	749	1249	483	1151	458	477	305	1110	809	506	1050	757
ENSG00000029534	600	545	90	655	79	11	456	178	230	63	206	114	86	196	86	310	105
ENSG00000029559	0	0	0	0	4	11	0	6	37	0	0	0	1	6	1	1	0
ENSG00000029639	115	178	62	160	59	72	124	33	44	49	43	26	150	44	31	36	26
ENSG00000029725	2108	1676	1306	4537	2545	1682	1885	2382	1560	893	730	446	1391	886	316	1197	1005
ENSG00000029993	1107	1041	618	1420	612	356	409	202	592	454	302	226	421	511	196	658	433
ENSG00000030066	1694	1773	421	2802	958	543	1097	649	1175	815	562	393	1270	666	451	683	688
ENSG00000030110	65	54	30	188	47	20	53	71	41	27	41	33	76	39	26	46	13
ENSG00000030304	1	2	3	72	73	1	3	135	1	2	1	1	5	1	10	3	0
ENSG00000030419	250	286	45	26	161	260	258	99	149	120	112	59	478	110	101	57	117
ENSG00000030582	433	278	60	492	91	74	257	276	130	97	152	77	264	304	290	440	280
ENSG00000031003	3280	2690	741	3213	1271	1122	2038	1283	2245	810	894	469	1071	1206	616	1129	1155
ENSG00000031081	208	158	64	156	102	17	133	124	155	111	131	150	314	170	167	131	271
ENSG00000031691	237	182	65	255	182	89	100	95	129	74	68	28	304	62	19	67	37
ENSG00000031698	1407	1076	469	1169	1099	649	807	556	1002	339	550	303	807	583	358	1095	580
ENSG00000031823	428	273	169	467	140	106	236	210	176	38	131	59	235	352	202	579	338
ENSG00000032219	1632	968	400	1984	713	1359	1150	630	1033	394	293	231	616	431	303	506	338
ENSG00000032389	173	178	50	325	183	96	175	95	73	73	70	32	132	97	43	167	97
ENSG00000032444	296	144	101	460	23	42	143	224	72	40	87	100	265	169	119	178	128
ENSG00000032742	584	441	450	830	221	391	287	300	409	230	201	80	470	299	125	322	175
ENSG00000033011	181	141	47	169	105	40	126	83	96	35	46	19	162	118	85	124	61
ENSG00000033030	653	443	178	913	269	257	370	252	545	131	108	99	511	161	89	193	152
ENSG00000033050	416	207	143	553	152	104	285	204	248	144	93	69	214	192	143	230	159
ENSG00000033100	607	227	109	728	84	113	319	256	170	87	133	73	253	358	222	342	162
ENSG00000033122	6579	2239	98	1613	212	1619	2063	3669	1789	79	2310	25	1827	43	191	9	27
ENSG00000033170	371	208	123	622	411	136	410	218	290	195	281	185	1218	363	200	385	476
ENSG00000033178	2599	2244	1008	2883	1394	699	1401	960	1267	1053	927	420	1657	1207	659	1029	971
ENSG00000033327	1169	2064	127	2833	531	289	830	761	725	143	342	206	436	534	396	663	389
ENSG00000033627	1858	2718	576	1930	680	598	907	1148	1699	253	521	180	574	548	387	684	617
ENSG00000033800	2319	5755	482	3565	1774	1595	1975	1203	2141	1071	670	554	1072	1103	832	1252	1080
ENSG00000033867	698	759	302	2090	368	614	634	644	393	644	642	408	828	538	265	564	502
ENSG00000034053	2219	592	5	1882	246	119	1855	591	701	1353	1890	1520	1253	716	347	1024	452
ENSG00000034152	62	52	20	136	13	0	36	40	36	40	45	55	37	34	17	38	25
ENSG00000034239	9	7	12	34	38	14	8	16	9	2	0	8	57	7	1	8	5
ENSG00000034510	13091	8545	4684	16764	11221	2768	4077	4224	8313	2286	2951	1764	3009	3211	824	10021	2939
ENSG00000034533	189	166	53	136	181	53	140	87	198	58	64	30	90	49	41	69	37
ENSG00000034677	1238	1104	685	1384	885	412	557	660	851	529	585	328	1095	1076	518	742	754
ENSG00000034693	362	360	138	437	192	137	292	264	217	80	148	82	219	74	48	80	71
ENSG00000034713	686	751	404	1158	257	275	251	318	404	166	240	85	565	374	181	364	322
ENSG00000034971	0	2	0	0	0	0	0	4	0	0	3	0	0	0	7	0	4
ENSG00000035115	344	428	125	807	115	96	288	165	68	201	123	75	408	183	163	210	149
ENSG00000035141	547	419	86	790	370	240	238	142	326	171	116	108	259	257	92	271	215
ENSG00000035403	463	180	112	758	382	155	167	176	192	370	147	138	642	211	311	989	439
ENSG00000035499	585	416	109	615	217	131	124	109	187	175	129	83	296	161	73	223	113
ENSG00000035664	315	390	15	290	20	8	186	44	69	9	20	3	32	40	53	62	38
ENSG00000035681	486	391	172	720	197	73	316	109	262	218	141	149	231	321	175	378	266
ENSG00000035687	663	347	228	1294	317	189	332	271	426	212	197	127	474	359	161	386	259
ENSG00000035720	2	1	0	0	1	5	0	0	0	1	0	0	3	1	1	1	0
ENSG00000035862	1248	1339	242	1388	376	240	1527	1305	998	173	260	100	1598	1046	1037	1636	983
ENSG00000035928	1331	1008	737	2006	1091	601	706	535	946	662	528	344	1663	707	511	921	750
ENSG00000036054	909	706	266	1479	648	402	493	345	588	328	262	128	556	198	143	247	188
ENSG00000036257	2083	1715	756	2100	909	1255	2036	979	1494	963	640	364	1234	1071	491	987	766
ENSG00000036448	26	12	0	10	0	3	30	2	11	3	4	0	20	4	8	12	4
ENSG00000036473	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000036530	4	8	3	18	1	0	16	0	7	1	1	0	9	0	0	5	0
ENSG00000036549	1429	1417	996	3075	980	1106	842	703	777	755	564	376	1749	1047	525	921	938
ENSG00000036565	0	0	0	0	10	0	1	1	2	1	0	1	0	4	3	1	1
ENSG00000036672	114	172	773	727	73	142	107	99	140	1	1	0	13	17	15	12	16
ENSG00000036828	186	302	87	642	90	175	250	206	129	76	115	26	294	130	115	60	118
ENSG00000037042	152	56	22	153	16	36	131	120	64	26	42	20	198	51	59	105	45
ENSG00000037241	153	126	58	161	140	72	81	20	115	42	53	35	107	62	45	105	113
ENSG00000037280	27	36	5	100	14	0	40	30	10	161	9	180	84	9	44	40	7
ENSG00000037474	739	428	252	949	205	273	288	259	355	259	177	160	390	347	230	398	316
ENSG00000037637	1086	771	391	1322	411	420	662	497	644	268	309	165	573	417	227	375	322
ENSG00000037749	1434	1221	508	1387	1161	454	813	410	1278	366	391	225	487	476	277	551	552
ENSG00000037757	376	289	110	494	69	89	173	278	85	41	91	28	262	60	103	156	73
ENSG00000037897	20	20	7	81	17	17	12	9	11	16	19	9	24	33	23	45	30
ENSG00000037965	0	3	0	0	0	0	0	33	1	0	0	0	0	1	0	23	0
ENSG00000038002	51	33	15	16	38	9	13	23	18	16	26	29	122	47	28	66	41
ENSG00000038210	127	145	99	90	104	55	107	65	68	119	100	71	247	214	65	180	86
ENSG00000038219	3554	3295	1421	3757	1434	1868	2100	1851	2801	1253	1110	549	1884	1611	928	997	964
ENSG00000038274	448	385	159	453	252	115	159	127	287	257	153	81	324	585	179	453	201
ENSG00000038295	2362	440	671	3926	1116	1624	974	2208	490	36	105	2	391	174	71	89	36
ENSG00000038358	361	291	194	577	123	84	66	55	51	121	95	73	68	201	60	123	176
ENSG00000038382	1458	2057	1424	3778	786	757	1595	1615	1302	1082	761	400	843	853	642	621	642
ENSG00000038427	9507	1263	9609	49828	1589	210	8583	437	5480	3052	3742	426	10851	1171	231	624	1182
ENSG00000038532	746	964	225	1526	199	198	523	443	366	179	181	92	293	296	218	370	255
ENSG00000038945	215	185	44	105	128	105	92	149	218	178	169	75	285	368	153	320	341
ENSG00000039068	89	69	13	128	15	7	47	59	52	0	0	0	14	0	0	0	0
ENSG00000039123	945	840	371	1391	422	575	686	367	642	405	372	245	617	436	256	506	282
ENSG00000039139	40	22	35	595	41	3	45	19	46	280	115	130	407	85	8	39	25
ENSG00000039319	682	1034	619	1282	548	598	425	381	492	296	230	134	647	694	282	528	687
ENSG00000039523	324	430	82	731	24	56	84	102	96	52	83	28	59	111	88	127	67
ENSG00000039537	0	0	5	17	0	1	0	1	0	0	1	6	0	0	0	0	0
ENSG00000039560	538	387	125	826	364	15	455	221	252	904	380	799	434	357	90	163	86
ENSG00000039600	0	9	3	6	2	0	3	7	0	0	0	3	2	1	0	0	6
ENSG00000039650	54	0	30	72	15	19	25	0	13	28	28	32	15	30	47	116	25
ENSG00000039987	2	2	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000040199	650	681	226	1086	108	161	199	314	233	184	188	121	380	240	134	206	187
ENSG00000040275	270	290	136	470	166	158	141	191	98	65	85	84	204	156	90	242	120
ENSG00000040341	1593	1532	991	3662	1975	784	823	877	1025	423	524	182	831	731	337	968	506
ENSG00000040487	107	101	17	126	35	22	53	26	33	16	10	5	109	53	39	45	36
ENSG00000040531	64	76	27	221	42	41	59	78	21	34	53	24	88	60	32	92	49
ENSG00000040608	11	0	0	44	0	0	11	0	11	11	18	0	14	20	0	0	0
ENSG00000040633	182	137	108	641	206	120	160	234	119	109	88	96	303	225	68	306	175
ENSG00000040731	78	22	52	408	62	22	151	310	134	37	84	45	486	0	15	22	6
ENSG00000040933	1649	1739	494	3391	565	525	1190	937	1039	504	618	217	642	626	425	610	534
ENSG00000041353	2	49	0	2	134	7	10	269	16	15	4	1	53	54	16	26	11
ENSG00000041357	628	593	243	818	749	327	303	170	512	584	236	212	702	307	207	494	295
ENSG00000041515	614	468	113	2903	201	43	439	201	544	829	223	1434	51	24	1973	1513	643
ENSG00000041802	966	643	228	1159	421	274	407	294	531	360	181	174	580	404	194	503	380
ENSG00000041880	161	172	37	119	95	50	167	63	100	25	29	25	92	114	63	129	108
ENSG00000041982	80	115	1261	881	286	632	82	210	192	49	354	111	533	22734	25971	54262	33894
ENSG00000041988	200	109	70	400	85	45	68	59	85	29	39	13	118	81	51	93	66
ENSG00000042062	19	8	0	8	0	0	8	13	0	4	14	0	7	3	1	1	0
ENSG00000042088	426	307	204	695	357	346	249	143	222	137	109	85	308	195	113	263	143
ENSG00000042286	64	58	16	74	17	8	61	234	107	7	13	13	46	84	32	69	61
ENSG00000042304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000042317	265	133	109	283	190	260	278	135	170	69	88	97	344	40	13	102	66
ENSG00000042429	273	321	89	504	134	141	152	174	102	39	87	93	246	150	82	112	107
ENSG00000042445	134	70	38	195	130	40	104	102	102	15	52	56	114	112	93	177	187
ENSG00000042493	26	25	0	11	11	8	17	21	38	0	7	0	33	26	5	28	22
ENSG00000042753	195	137	80	247	104	35	81	100	117	35	68	44	133	80	71	160	117
ENSG00000042781	2288	1139	11434	13608	3216	10093	645	906	909	5	6	6	9	899	877	1005	1358
ENSG00000042813	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSG00000042832	9	13	140	386	9	14	2	7	3	4	3	1	3	12	36	123	56
ENSG00000042980	164	150	125	107	41	74	101	143	54	34	22	11	151	114	30	236	46
ENSG00000043039	8	18	3	7	4	7	6	7	0	3	0	1	17	4	0	3	2
ENSG00000043093	1298	1229	359	1389	783	708	759	760	862	537	418	204	788	569	285	493	318
ENSG00000043143	291	349	157	46	77	28	303	250	124	23	30	13	212	139	47	358	162
ENSG00000043355	28	32	434	1301	44	330	37	15	201	451	193	16	173	1236	752	1234	404
ENSG00000043462	74	32	18	27	27	64	26	37	31	11	16	10	94	17	23	22	9
ENSG00000043514	320	241	170	356	281	251	214	179	200	155	141	90	846	271	97	265	120
ENSG00000043591	2	11	0	2	4	1	7	2	3	1	6	0	5	47	1	101	4
ENSG00000044012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000044090	362	242	258	646	168	80	168	220	153	110	91	45	529	110	122	131	156
